Bust-A-Move II,Acclaim,01/02/1998,Game Boy
James Bond 007,Nintendo,01/02/1998,Game Boy
Brain Drain,Acclaim,01/03/1998,Game Boy
Castlevania Legends,Konami,01/03/1998,Game Boy
Wario Land 2,Nintendo,01/03/1998,Game Boy
Mystical Ninja Starring Goemon,Konami,01/04/1998,Game Boy
Bomberman GB,Nintendo,01/04/1998,Game Boy
Ring Rage ,Taito Software,01/04/1998,Game Boy
All-Star Baseball '99,Acclaim,01/05/1998,Game Boy
Mickey Mouse Magic Wands,Nintendo,01/05/1998,Game Boy
Jimmy Connors Tennis,UBI Soft,01/05/1998,Game Boy
WWF War Zone,Acclaim,01/06/1998,Game Boy
World Cup '98,THQ,01/06/1998,Game Boy
Bubsy 2,SVG Distribution,01/08/1998,Game Boy
Frogger,Majesco,01/08/1998,Game Boy
Harvest Moon GB,Natsume,01/08/1998,Game Boy
Legend of the River King,Natsume,01/08/1998,Game Boy
Maui Mallard in Dark Shadow,Sunsoft,01/08/1998,Game Boy
Pokemon,Nintendo,01/09/1998,Game Boy
International Superstar Soccer,Konami,01/10/1998,Game Boy
The Smurfs,Nintendo,01/10/1998,Game Boy
Disney's Mulan,THQ,01/10/1998,Game Boy
Super Black Bass,Hot-B,01/11/1998,Game Boy
Game & Watch Gallery 2,Nintendo,01/11/1998,Game Boy
Pocket Bomberman,Nintendo,01/11/1998,Game Boy
Tetris DX,Nintendo,01/11/1998,Game Boy
Small Soldiers,THQ,01/11/1998,Game Boy
Turok 2: Seeds of Evil,Acclaim,01/12/1998,Game Boy
Gex: Enter the Gecko,Crave Entertainment,01/12/1998,Game Boy
Men in Black: The Series,Crave Entertainment,01/12/1998,Game Boy
Pitfall: Beyond the Jungle,Crave Entertainment,01/12/1998,Game Boy
"Looney Toons: ""Twouble""",Infogrames,01/12/1998,Game Boy
Las Vegas Cool Hand,Take 2 Interactive,01/12/1998,Game Boy
Montezuma's Return,Take 2 Interactive,01/12/1998,Game Boy
Oddworld: Abe's Adventure,GT Interactive,01/12/1998,Game Boy
Rats!,Take 2 Interactive,01/12/1998,Game Boy
Super Breakout,Majesco,01/12/1998,Game Boy
Mortal Kombat IV,Midway,01/12/1998,Game Boy
NFL Blitz,Midway,01/12/1998,Game Boy
Rampage: World Tour,Midway,01/12/1998,Game Boy
"Legend of Zelda: Link's Awakening DX, The",Nintendo,01/12/1998,Game Boy
Quest for Camelot,Nintendo,01/12/1998,Game Boy
Power Quest,Sunsoft,01/12/1998,Game Boy
Shanghai Pocket,Sunsoft,01/12/1998,Game Boy
Disney's A Bug's Life,THQ,01/12/1998,Game Boy
Rugrats: The Movie,THQ,01/12/1998,Game Boy
"Looney Toons: ""Carrot Crazy""",Infogrames,01/01/1999,Game Boy
Bugs Bunny: Crazy Castle 3,Nintendo,01/01/1999,Game Boy
Shadowgate Classic,Nintendo,01/01/1999,Game Boy
Hexcite,UBI Soft,01/01/1999,Game Boy
Beavis and Butthead,GT Interactive,01/03/1999,Game Boy
Arcade Hit: 720 Degrees,Midway,01/03/1999,Game Boy
Arcade Hit: Defender/Joust,Midway,01/03/1999,Game Boy
Elmo's 123's,Newkidco,01/03/1999,Game Boy
Elmo's ABC's,Newkidco,01/03/1999,Game Boy
NBA Jam '99,Acclaim,01/04/1999,Game Boy
Logical,Sunsoft,01/04/1999,Game Boy
Quest Fantasy Challenge,Sunsoft,01/04/1999,Game Boy
All-Star Baseball 2000,Acclaim,01/05/1999,Game Boy
NBA In The Zone '99,Konami,01/05/1999,Game Boy
Barbie: Ocean Discovery,Mattel,01/05/1999,Game Boy
Arcade Hit: Spy Hunter/Moon Patrol,Midway,01/05/1999,Game Boy
Bust-A-Move 4,Acclaim,01/06/1999,Game Boy
Smufrs Nightmare,Infogrames,01/06/1999,Game Boy
Conker's Pocket Tales,Nintendo,01/06/1999,Game Boy
Pokemon Pinball,Nintendo,01/06/1999,Game Boy
R-Type DX,Nintendo,01/06/1999,Game Boy
Klustar,Infogrames,01/07/1999,Game Boy
Klustar,Infogrames,01/07/1999,Game Boy
Pocket Bowling,Jaleco,01/08/1999,Game Boy
Pac Man Special Color Edition,Namco,01/08/1999,Game Boy
Hole In One Golf,Natsume,01/08/1999,Game Boy
Revelations: Demon Slayer ,Atlus Software,01/08/1999,Game Boy
Yar's Revenge,Telegames,01/09/1999,Game Boy
Space Invaders,Activision,01/10/1999,Game Boy
Antz,Infogrames,01/10/1999,Game Boy
Survival Kids,Konami,01/10/1999,Game Boy
Beauty and the Beast,Nintendo,01/10/1999,Game Boy
Pokemon Yellow,Nintendo,01/10/1999,Game Boy
Bomberman Quest,Electro Brain,01/11/1999,Game Boy
Babe and Friends,Crave Entertainment,01/11/1999,Game Boy
Earthworm Jim: Menace 2 The Galaxy,Crave Entertainment,01/11/1999,Game Boy
Ballistic,Infogrames,01/11/1999,Game Boy
Test Drive Off Road 3,Infogrames,01/11/1999,Game Boy
Grand Theft Auto,Take 2 Interactive,01/11/1999,Game Boy
Ms. Pac Man Special Color Edition,Namco,01/11/1999,Game Boy
Jeff Gordon XS Racing,American Softworks,01/11/1999,Game Boy
Madden NFL 2000,EA Sports,01/11/1999,Game Boy
Tasmanian Devil: Munching Madness,Sunsoft,01/11/1999,Game Boy
Bassmasters 2000,THQ,01/11/1999,Game Boy
Rugrats Time Traveler,THQ,01/11/1999,Game Boy
Toy Story 2,THQ,01/11/1999,Game Boy
WWF Wrestlemania 2000,THQ,01/11/1999,Game Boy
The New Adventures of Mary Kate and Ashley,Acclaim,01/12/1999,Game Boy
Godzilla,Crave Entertainment,01/12/1999,Game Boy
Evel Knievel,Take 2 Interactive,01/12/1999,Game Boy
Gex 3: Deep Pocket Gecko,Eidos Interactive,01/12/1999,Game Boy
Deja Vu 1 & 2,Kemco,01/12/1999,Game Boy
Wings of Fury,Mindscape,01/12/1999,Game Boy
Hello Kitty's Cube Frenzy,Newkidco,01/12/1999,Game Boy
Game & Watch Gallery 3,Nintendo,01/12/1999,Game Boy
NBA 3 on 3 Featuring Kobe Bryant,Nintendo,01/12/1999,Game Boy
TNN Outdoors Fishing Champ,American Softworks,01/12/1999,Game Boy
Puzzle Master,Metro 3D Studios,01/12/1999,Game Boy
Daffy Duck: Fowl Play,Sunsoft,01/12/1999,Game Boy
Yoda's Stories,THQ,01/12/1999,Game Boy
Ghosts 'N Goblins,Capcom,01/01/2000,Game Boy
Dragon Warrior Monsters,Eidos,01/01/2000,Game Boy
Oddworld Adventures 2,GT Interactive,01/01/2000,Game Boy
International Track and Field 2000,Konami,01/01/2000,Game Boy
Hot Wheels Stunt Track Driver,Mattel,01/01/2000,Game Boy
Matchbox Caterpillar Construction,Mattel,01/01/2000,Game Boy
Quest RPG: Brian's Journey,Sunsoft,01/01/2000,Game Boy
Speedy Gonzales: Aztec Adventure,Sunsoft,01/01/2000,Game Boy
Tiger Woods Golf,THQ,01/01/2000,Game Boy
Roadsters Trophy,Titus,01/01/2000,Game Boy
Azure Dreams,Konami,01/02/2000,Game Boy
Uno,Mattel,01/02/2000,Game Boy
NHL 2000,THQ,01/02/2000,Game Boy
Shamus,Vatical Entertainment,01/03/2000,Game Boy
Pokemon Trading Card Game,Nintendo,01/04/2000,Game Boy
Monster Rancher Battle Card Edition,Tecmo,01/04/2000,Game Boy
1942,Capcom,01/05/2000,Game Boy
Mary Kate and Ashley: Get a Clue,Acclaim,01/06/2000,Game Boy
Dragon Dance,Infogrames,01/08/2000,Game Boy
Blaster Master: Enemy Below,Sunsoft,01/08/2000,Game Boy
Dragon Warrior 1 & 2,Enix,01/09/2000,Game Boy
International Rally,Konami,01/09/2000,Game Boy
Barbie Fashion Pack Games,Mattel,01/09/2000,Game Boy
Pokemon Gold,Nintendo,01/10/2000,Game Boy
Pokemon Silver,Nintendo,01/10/2000,Game Boy
Mary Kate and Ashley Pocket Planner,Acclaim,01/11/2000,Game Boy
Harvest Moon 2,Natsume,01/11/2000,Game Boy
Titus the Fox,Titus,01/11/2000,Game Boy
Robopon Star,Atlus Software,01/12/2000,Game Boy
Mega Man X-Treme,Capcom,01/01/2001,Game Boy
Metal Walker,Capcom,01/02/2001,Game Boy
Legend of the River King 2,Natsume,01/05/2001,Game Boy
Dragon Warrior Monster 2: Cobi's Journey,Enix,01/09/2001,Game Boy
Dragon Warriors Monsters 2: Tara's Adventure,Enix,01/09/2001,Game Boy
